Officiality,Name,Size,Type,Alignment,AC,HP,Normal,Flying,Swim,Burrow,Climb,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Skills,WRI,Senses,Languages,CR,XP,Unknown,All Environments,Arctic,Coastal,Desert,Forest,Grassland,Hills,Jungle,Mountain,Swamp,Underdark,Underwater,Urban,Additional,Source,Author
,Flesh Golem,Medium,Construct,N,9,93,30 ft.,,,,,19,9,18,6,10,5,-,-,"Lightningimmu, poisonimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Berserk, Aversion of Fire, Immutable Form, Lightning Absorption, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
,Flind,Medium,Humanoid,CE,16,127,30 ft.,,,,,20,10,19,11,13,12,"CON, WIS","Intimation, Perception",-,Darkvision 60,"Gnoll, Abyssal",9,5000,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Aura of Blood Thirst,Monster Manual,Wizards of the Coast
,Flumph,Small,Aberration,LG,12,7," 5 ft.",fly 30 ft.,,,,6,15,10,14,14,11,-,"Arcana, History, Religion",Psychicweak,Darkvision 60,"Undercommon, telepathy 60",0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Advanced Telepathy, Prone Deficiency, Telepathic Shroud",Monster Manual,Wizards of the Coast
,Flying Monkey,Small,Beast,U,12,3,20 ft.,fly 30 ft.,,,climb 20 ft.,8,14,11,5,12,6,-,-,-,-,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pack Tactics,Monster Manual,Wizards of the Coast
,Flying Snake,Tiny,Beast,U,14,5,30 ft.,fly 60 ft.,swim 30 ft.,,,4,18,11,2,12,5,-,-,-,Blindsight 10,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Flyby,Mordenkainen's Tome of Foes,Wizards of the Coast
,Flying Sword,Small,Construct,U,17,17,,fly 50 ft.,,,,12,15,11,1,5,1,DEX,-,"Coldres, fireres, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu paralyzedimmu, petrifiedimmu, poisonimmu",Blindsight 60,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Antimagic, False",Hoard of the Dragon Queen,Wizards of the Coast
,Fomorian,Huge,Giant,CE,14,149,30 ft.,,,,,23,10,20,9,14,6,-,"Perception, Stealth",-,Darkvision 120,"Giant, Undercommon",8,3900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Fraz-Urb'Luu,Large,Fiend,CE,18,337,40 ft.,fly 40 ft.,,,,29,12,25,26,24,26,"DEX, CON, INT, WIS","Deception, Perception, Stealth","Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120",23,50000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Undetectable",Monster Manual,Wizards of the Coast
,Frog,Tiny,Beast,U,11,1,20 ft.,,swim 20 ft.,,,1,13,8,1,8,3,-,"Perception, Stealth",-,Darkvision 30,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Standing Leap",Mordenkainen's Tome of Foes,Wizards of the Coast
,Froghemoth,Huge,Monstrosity,U,14,184,30 ft.,,swim 30 ft.,,,23,13,20,2,12,5,"CON, WIS","Perception, Stealth","Fireres, lightningres",Darkvision 60,-,10,5900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Shock SUsceptibility",Monster Manual,Wizards of the Coast
,Frost Giant,Huge,Giant,NE,15,138,40 ft.,,,,,23,9,21,9,10,12,"CON, WIS, CHA","Athletics, Perception",Coldimmu,-,Giant,8,3900,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Monster Manual,Wizards of the Coast
,Frost Giant Everlasting One,Huge,Giant,CE,15,189,40 ft.,,,,,25,9,24,9,10,12,"STR, CON, WIS","Athletics, Perception",COldimmu,Darkvision 60,Giant,12,8400,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Extra Heads, Regeneration, Vaprak's Rage",Monster Manual,Wizards of the Coast
,Frost Salamander,Huge,Elemental,U,17,168,60 ft.,,,burrow 40 ft.,climb 40 ft.,20,12,18,7,11,7,"CON, WIS",Perception,"Fireweak, coldimmu","Darkvision 60, Tremorsense 60",Primordial,9,5000,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Burning Fury,Tomb of Annihilation,Wizards of the Coast
,Galeb Duhr,Medium,Elemental,N,16,85,15 ft.,,,,,20,14,20,11,12,11,-,-,"Nonmagicalres, poisonimmu, exhaustionimmu, paralyzedimmu, poisonedimmu, petrifiedimmu","Darkvision 60, Tremorsense 60",Terran,6,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"False Appearance, Rolling Charge",Monster Manual,Wizards of the Coast
,Gargoyle,Medium,Elemental,CE,15,52,30 ft.,fly 60 ft.,,,,15,11,16,6,11,7,-,-,"Nonadamantineres, poisonimmu, exhaustionimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Terran,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False Appearance,Monster Manual,Wizards of the Coast
,Gas Spore,Large,Plant,U,5,1,,fly 10 ft.,,,,5,1,3,1,1,1,-,-,"Poisonimmu, blindedimmu, deafenedimmu, frightenedimmu, paralyzedimmu, poisonedimmu, proneimmu",Blindsight 30,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Death Burst, Eerie Resemblance",Monster Manual,Wizards of the Coast
,Gauth,Medium,Aberration,LE,15,67,,fly 20 ft.,,,,10,14,16,15,15,13,"INT, WIS, CHA",Perception,Proneimmu,Darkvision 120,"Deep Speech, Undercommon",6,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Stunning Gaze, Death Throes",Monster Manual,Wizards of the Coast
,Gazer,Tiny,Aberration,NE,13,13,,fly 30 ft.,,,,3,17,14,3,10,7,WIS,"Perception, Stealth",Proneimmu,Darkvision 60,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aggressive, Mimicry",Monster Manual,Wizards of the Coast
,Gelatinous Cube,Large,Ooze,U,6,84,15 ft.,,,,,14,3,20,1,6,1,-,-,"Blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, proneimmu",Blindsight 60,-,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ooze Cube, Transparent",Storm King's Thunder,Wizards of the Coast
,Geonid,Small,Elemental,N,17,26,30 ft.,,,,,12,10,16,9,14,11,-,"Perception, Stealth",-,"Darkvision 60, Tremorsense 30",Terran,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Boulder Guise,Monster Manual,Wizards of the Coast
,Geryon,Huge,Fiend,LE,19,300,30 ft.,fly 50 ft.,,,,29,17,22,19,16,23,"DEX, CON, WIS, CHA","Deception, Intimidation, Perception","Nonmagicalres, nonsilveredres, coldimmu, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120",22,41000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration",Monster Manual,Wizards of the Coast
,Ghast,Medium,Undead,CE,13,36,30 ft.,,,,,16,17,10,11,10,8,-,-,"Necroticres, poisonimmu, charmedimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Common,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Stench, Turning Defiance",Monster Manual,Wizards of the Coast
,Ghost,Medium,Undead,ANY,11,45,,fly 40 ft.,,,,7,13,10,10,12,17,-,-,"Acidres, fireres, lightningres, thunderres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,Any,4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ethereal Sight, Incorporeal Movement",Monster Manual,Wizards of the Coast
,Ghoul,Medium,Undead,CE,12,22,30 ft.,,,,,13,15,10,7,10,6,-,-,"Poisonimmu, charmedimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Common,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Giant Ape,Huge,Beast,U,12,157,40 ft.,,,,climb 40 ft.,23,14,18,7,12,7,-,"Athletics, Perception",-,-,-,7,2900,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Badger,Medium,Beast,U,10,13,30 ft.,,,burrow 10 ft.,,13,10,15,2,12,5,-,-,-,Darkvision 30,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Keen Smell,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Bat,Large,Beast,U,13,22,10 ft.,fly 60 ft.,,,,15,16,11,2,12,6,-,-,-,Blindsight 60,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Echolocation, Keen Hearing",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Boar,Large,Beast,U,12,42,40 ft.,,,,,17,10,16,2,7,5,-,-,-,-,-,2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Charge, Relentless",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Centipede,Small,Beast,U,13,4,30 ft.,,,,,5,14,12,1,7,3,-,-,-,Blindsight 30,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Constrictor Snake,Huge,Beast,U,12,60,30 ft.,,swim 30 ft.,,,19,14,12,1,10,3,-,Perception,-,Blindsight 10,-,2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Crab,Medium,Beast,U,15,13,30 ft.,,swim 30 ft.,,,13,15,11,1,9,3,-,Stealth,-,Blindsight 30,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Amphibious,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Crayfish,Large,Beast,U,15,45,30 ft.,,swim 30 ft.,,,15,13,13,1,9,3,-,Stealth,-,Blindsight 30,-,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Amphibious,Monster Manual,Wizards of the Coast
,Giant Crocodile,Huge,Beast,U,14,85,30 ft.,,swim 50 ft.,,,21,9,17,2,10,7,-,Stealth,-,-,-,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Hold Breath,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Eagle,Large,Beast,U,13,26,10 ft.,fly 80 ft.,,,,16,17,13,8,14,10,-,Perception,-,-,"Own, Common, Auran",1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Keen Sight,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Elk,Huge,Beast,U,14,42,60 ft.,,,,,19,16,14,7,14,10,-,Perception,-,-,"Own, Common, Elvish, Sylvan",2,450,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Charge,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Fire Beetle,Small,Beast,U,13,4,30 ft.,,,,,8,10,12,1,7,3,-,-,-,Blindsight 30,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Illumination,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Fly,Large,Beast,U,11,19,30 ft.,fly 60 ft.,,,,14,13,13,2,10,3,-,-,-,Darkvision 60,-,0,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Giant Four-Armed Gargoyle,Large,Elemental,CE,17,147,30 ft.,fly 60 ft.,,,,19,11,20,6,11,9,WIS,Perception,"Nonmagicalres, nonadamantineres, poisonimmu, exhaustionimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Terran,10,5900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,False Appearance,Monster Manual,Wizards of the Coast
,Giant Frog,Medium,Beast,U,11,18,30 ft.,,swim 30 ft.,,,12,13,11,2,10,3,-,"Perception, Stealth",-,Darkvision 30,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Standing Leap",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Goat,Large,Beast,U,11,19,40 ft.,,,,,17,11,12,3,12,6,-,-,-,-,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Charge, Sure-Footed",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Hyena,Large,Beast,U,12,45,50 ft.,,,,,16,14,14,2,12,7,-,Perception,-,-,-,1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Rampage,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Ice Toad,Large,Monstrosity,N,14,52,30 ft.,,,,,16,13,14,8,10,6,-,-,Coldimmu,Darkvision 60,Own,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Cold Aura, Standing Leap",Monster Manual,Wizards of the Coast
,Giant Lightning Eel,Large,Beast,U,13,42," 5 ft.",,swim 30 ft.,,,11,17,16,2,12,3,-,-,Lightningres,Blindsight 60,-,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Water Breathing,Monster Manual,Wizards of the Coast
,Giant Lizard,Large,Beast,U,12,19,30 ft.,,swim 30 ft.,,,15,12,13,2,10,5,-,-,-,Darkvision 30,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Octopus,Large,Beast,U,11,52,10 ft.,,swim 60 ft.,,,17,13,13,4,10,4,-,"Perception, Stealth",-,Darkvision 60,-,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hold Breath, Underwater Camouflage, Water Breathing",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Owl,Large,Beast,U,12,19," 5 ft.",fly 60 ft.,,,,13,15,12,8,13,10,-,"Perception, Stealth",-,Darkvision 120,"Own, Common, Elvish, Sylvan",0.25,50,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"FLyby, Keen Hearing, Keen Sight",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Poisonous Snake,Medium,Beast,U,14,11,30 ft.,,swim 30 ft.,,,10,18,13,2,10,3,-,Perception,-,Blindsight 10,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Rat,Small,Beast,U,12,7,30 ft.,,,,,7,15,11,2,10,4,-,-,-,Darkvision 60,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Smell, Pack Tactics",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Scorpion,Large,Beast,U,15,52,40 ft.,,,,,15,13,15,1,9,3,-,-,-,Blindsight 60,-,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Sea Horse,Large,Beast,U,13,16,,,swim 40 ft.,,,12,15,11,2,12,5,-,-,-,-,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Charge, Water Breathing",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Shark,Huge,Beast,U,13,126,,,swim 50 ft.,,,23,11,21,1,10,5,-,Perception,-,Blindsight 60,-,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Blood Frenzy, Water Breathing",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Skeleton,Huge,Undead,NE,17,115,30 ft.,,,,,21,10,20,4,6,6,-,-,"Bludgeoningweak, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Giant,7,2900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Evasion, Magic Resistance, Turn Immunity",Volo's Guide to Monsters,Wizards of the Coast
,Giant Snapping Turtle,Large,Beast,U,17,75,30 ft.,,swim 40 ft.,,,19,10,14,2,12,5,-,-,-,Darkvision 60,-,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Stable",Monster Manual,Wizards of the Coast
,Giant Spider,Large,Beast,U,14,26,30 ft.,,,,climb 30 ft.,14,16,12,2,11,4,-,Stealth,-,"Blindsight 10, Darkvision 60",-,1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Spider Climb, Web Sense, Web Walker",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Strider,Large,Monstrosity,NE,14,22,50 ft.,,,,,18,13,14,4,12,6,-,-,Fireimmu,-,-,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fire Absorption,Monster Manual,Wizards of the Coast
,Giant Subterranean Lizard,Huge,Beast,U,14,66,30 ft.,,swim 50 ft.,,,21,9,17,2,10,7,-,Stealth,-,-,-,4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Monster Manual,Wizards of the Coast
,Giant Toad,Large,Beast,U,11,39,20 ft.,,swim 40 ft.,,,15,13,13,2,10,3,-,-,-,Darkvision 30,-,1,200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Amphibious, Standing Leap",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Vulture,Large,Beast,NE,10,22,10 ft.,fly 60 ft.,,,,15,10,15,6,12,7,-,Perception,-,-,Common,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Sight, Keen Smell, Pack Tactics",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Wasp,Medium,Beast,U,12,13,10 ft.,fly 50 ft.,,,,10,14,10,1,10,3,-,-,-,-,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Weasel,Medium,Beast,U,13,9,40 ft.,,,,,11,16,10,4,12,5,-,"Perception, Stealth",-,Darkvision 60,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Keen Hearing, Keen Smell",Mordenkainen's Tome of Foes,Wizards of the Coast
,Giant Wolf Spider,Medium,Beast,U,13,11,40 ft.,,,,climb 40 ft.,12,16,13,3,12,4,-,"Perception, Stealth",-,"Blindsight 10, Darkvision 60",-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spider Climb, Web Sense, Web Walker",Mordenkainen's Tome of Foes,Wizards of the Coast
,Gibbering Mouther,Medium,Aberration,N,9,67,10 ft.,,swim 10 ft.,,,10,8,16,3,10,6,-,-,Proneimmu,Darkvision 60,-,2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aberrant Ground, Gibbering",Monster Manual,Wizards of the Coast
,Giff,Medium,Humanoid,LN,16,60,30 ft.,,,,,18,14,17,11,12,12,-,-,-,-,Common,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Headfirst Charge, Firearms Knowledge",Monster Manual,Wizards of the Coast
,Girallon,Large,Monstrosity,U,13,59,40 ft.,,,,climb 40 ft.,18,16,16,5,12,7,-,"Perception, Stealth",-,Darkvision 60,-,4,1100,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Aggressive, Keen Smell",Monster Manual,Wizards of the Coast
,Girallon Zombie,Large,Undead,CE,11,59,30 ft.,,,,climb 30 ft.,18,12,16,3,7,5,-,-,"Poisonimmu, poisonedimmu",Darkvision 60,-,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Aggressive, Undead Fortitude",Volo's Guide to Monsters,Wizards of the Coast
,Githyanki Gish,Medium,Humanoid,LE,17,123,30 ft.,,,,,17,15,14,16,15,16,"CON, INT, WIS","Insight, Perception, Stealth",-,-,Own,10,5900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting (Psionics), Normal Spellcasting, War Magic",Monster Manual,Wizards of the Coast
,Githyanki Kith'Rak,Medium,Humanoid,LE,18,180,30 ft.,,,,,18,16,17,16,15,17,"CON, INT, WIS","Intimidation, Perception",-,-,Own,12,8400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting (Psionics), Rally the Troops",Monster Manual,Wizards of the Coast
,Githyanki Knight,Medium,Humanoid,LE,18,91,30 ft.,,,,,16,14,15,14,14,15,"CON, INT, WIS",-,-,-,Own,8,3900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Innate Spellcasting,Monster Manual,Wizards of the Coast
,Githyanki Supreme Commander,Medium,Humanoid,LE,18,187,30 ft.,,,,,19,17,18,16,16,18,"CON, INT, WIS","Insight, Intimidation, Perception",-,-,Own,14,11500,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting (Psionics), Legendary",Monster Manual,Wizards of the Coast
,Githyanki Warrior,Medium,Humanoid,LE,17,49,30 ft.,,,,,15,14,12,13,13,10,"CON, INT, WIS",-,-,-,Own,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Innate Spellcasting,Monster Manual,Wizards of the Coast
,Githzerai Anarch,Medium,Humanoid,LN,20,144,30 ft.,,,,,16,21,18,18,20,14,"STR, DEX, INT, WIS","Arcana, Insight, Perception",-,-,Own,16,15000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting (Psionics), Psychic Defense, Lair, Legendary",Monster Manual,Wizards of the Coast
